,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
1013,Jackson McAndrew,0.0,17.0,95.51,Creighton,8.0,5.0,81.0,190.0,290.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Creighton,3.0,13170033.0,10181483.0
1014,Larry Johnson,0.0,17.0,92.84,Creighton,13.0,2.0,76.0,175.0,1038.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Creighton,3.0,13170033.0,10181483.0
1015,James Moore,0.0,17.0,86.61,Creighton,2.0,5.0,80.0,180.0,1130.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Creighton,3.0,13170033.0,10181483.0
1017,Parker Strauss,2.0,18.316666666666666,86.5,Northwestern,1.0,2.0,76.0,175.0,1735.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Northwestern,1.0,12188897.0,9951517.0
1018,Jordan Clayton,2.0,18.316666666666666,86.0,Northwestern,17.0,1.0,74.0,180.0,849.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Northwestern,1.0,12188897.0,9951517.0
1019,Blake Barkley,2.0,18.316666666666666,84.0,Northwestern,1.0,5.0,80.0,195.0,812.0,,4200.0,0.0,20000.0,basketball,2023.0,2.0,0.1726027397260274,Northwestern,1.0,12188897.0,9951517.0
1020,Luke Hunger,4.0,19.1,85.8,Northwestern,24.0,5.0,82.0,255.0,6100.0,,2500.0,392.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Northwestern,1.0,12188897.0,9951517.0
1021,Julian Roper,6.0,20.0,89.54,Northwestern,16.0,2.0,75.0,183.0,229.0,,0.0,0.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Northwestern,1.0,12188897.0,9951517.0
1022,Brooks Barnhizer,6.0,20.0,88.57,Northwestern,9.0,2.0,78.0,200.0,121.0,,0.0,0.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Northwestern,1.0,12188897.0,9951517.0
1023,KJ Windham,0.0,17.0,86.28,Northwestern,20.0,1.0,74.0,175.0,178.0,,4100.0,0.0,0.0,basketball,2024.0,0.0,0.0,Northwestern,1.0,12188897.0,9951517.0
1024,Angelo Ciaravino,0.0,17.0,85.63,Northwestern,1.0,2.0,77.0,175.0,12.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Northwestern,1.0,12188897.0,9951517.0
1027,Sadraque Nganga,4.0,19.1,90.25,Boise State,12.0,5.0,81.0,205.0,755.0,,10700.0,0.0,100.0,basketball,2022.0,14.0,1.1726027397260275,Boise State,1.0,5026638.0,4070964.0
1029,Asa Thomas,2.0,18.0,86.17,Clemson,14.0,4.0,79.0,185.0,589.0,,0.0,873.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Clemson,1.0,8035346.0,8035346.0
1030,RJ Godfrey,4.0,19.1,88.54,Clemson,17.0,4.0,79.0,210.0,84.0,,2600.0,948.0,1900.0,basketball,2022.0,14.0,1.1726027397260275,Clemson,1.0,8035346.0,8035346.0
1031,Dillon Hunter,4.0,19.1,87.1,Clemson,7.0,2.0,75.0,180.0,111.0,,14800.0,1100.0,5.0,basketball,2022.0,14.0,1.1726027397260275,Clemson,1.0,8035346.0,8035346.0
1032,Chauncey Wiggins,4.0,19.1,85.67,Clemson,11.0,5.0,81.0,190.0,86.0,,2700.0,996.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Clemson,1.0,8035346.0,8035346.0
1035,Dallas Thomas,0.0,17.0,93.17,Clemson,14.0,4.0,80.0,175.0,538.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Clemson,1.0,8035346.0,8035346.0
1036,Ace Buckner,0.0,17.0,88.88,Clemson,1.0,3.0,73.0,165.0,473.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Clemson,1.0,8035346.0,8035346.0
1044,Tyler Ringgold,2.0,18.316666666666666,85.73,Grambling State,4.0,5.0,79.0,195.0,175.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Grambling State,2.0,876580.0,853956.0
1045,TJ Stuttley,0.0,16.0,93.05,Grambling State,1.0,4.0,76.0,175.0,758.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Grambling State,2.0,876580.0,853956.0
1055,Comeh Emuobor,2.0,18.316666666666666,85.3,UCF,9.0,4.0,77.0,190.0,524.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,UCF,1.0,5272722.0,4973583.0
1057,Moustapha Thiam,0.0,16.0,96.61,UCF,3.0,6.0,85.0,200.0,4168.0,,863.0,70.0,0.0,basketball,2025.0,0.0,0.0,UCF,1.0,5272722.0,4973583.0
1058,Brandon Bass Jr.,0.0,15.0,93.44,UCF,6.0,3.0,75.0,170.0,12.0,,2100.0,356.0,0.0,basketball,2026.0,0.0,0.0,UCF,1.0,5272722.0,4973583.0
1062,Justyn Fernandez,4.0,19.1,89.83,George Mason,1.0,2.0,77.0,200.0,90.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,George Mason,3.0,5072246.0,5072246.0
1065,Jordan Scott,0.0,16.0,94.82,George Mason,14.0,2.0,77.0,165.0,9.0,,0.0,481.0,0.0,basketball,2025.0,0.0,0.0,George Mason,3.0,5072246.0,5072246.0
1071,Bryson McGlothin,0.0,17.0,83.5,Richmond,8.0,4.0,79.0,180.0,1176.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Richmond,2.0,5482607.0,5482607.0
1075,Caden Diggs,0.0,17.0,91.56,Old Dominion,13.0,4.0,79.0,180.0,148.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Old Dominion,1.0,3403413.0,3403413.0
1076,Eli Rice,2.0,18.316666666666666,85.0,Nebraska,9.0,2.0,79.0,195.0,713.0,,3000.0,492.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Nebraska,1.0,16840124.0,10502588.0
1077,Ramel Lloyd Jr.,1.0,19.1,90.75,Nebraska,25.0,2.0,78.0,204.0,1234.0,,10700.0,2000.0,2600.0,basketball,2022.0,14.0,1.1726027397260275,Nebraska,1.0,16840124.0,10502588.0
1079,Jamarques Lawrence,4.0,19.1,84.0,Nebraska,1.0,2.0,75.0,185.0,1172.0,,0.0,1100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Nebraska,1.0,16840124.0,10502588.0
1081,Wilhelm Breidenbach,6.0,20.0,91.19,Nebraska,5.0,5.0,82.0,231.0,1256.0,,5700.0,1300.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Nebraska,1.0,16840124.0,10502588.0
1083,A'mare Bynum,0.0,16.0,93.17,Nebraska,4.0,5.0,80.0,210.0,52.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1084,Braden Frager,0.0,16.0,88.44,Nebraska,3.0,4.0,78.0,210.0,0.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1085,Nick Janowski,0.0,17.0,91.41,Nebraska,8.0,2.0,75.0,200.0,462.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1086,Brooks Bahr,0.0,17.0,85.65,Nebraska,22.0,2.0,76.0,180.0,543.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1087,Seven Spurlock,0.0,15.0,95.78,Nebraska,5.0,4.0,76.0,210.0,527.0,,1800.0,428.0,0.0,basketball,2026.0,0.0,0.0,Nebraska,1.0,16840124.0,10502588.0
1091,Jordan Vick,0.0,17.0,85.37,East Carolina,6.0,1.0,70.0,160.0,53.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,East Carolina,1.0,4255304.0,4254033.0
1102,Kayden Allen,0.0,15.0,96.25,Georgia State,10.0,2.0,77.0,180.0,28.0,,4200.0,646.0,0.0,basketball,2026.0,0.0,0.0,Georgia State,1.0,2925485.0,2915485.0
1115,Mark Armstrong,4.0,19.1,95.48,Villanova,25.0,3.0,74.0,157.0,75.0,,16800.0,2100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1116,Brendan Hausen,4.0,19.1,93.8,Villanova,13.0,2.0,76.0,180.0,1481.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1117,Jordan Longino,6.0,20.0,95.74,Villanova,10.0,2.0,77.0,195.0,10.0,,7300.0,889.0,5600.0,basketball,2021.0,26.0,2.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1118,Nnanna Njoku,6.0,20.0,92.62,Villanova,11.0,5.0,81.0,245.0,25.0,,7500.0,1200.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Villanova,2.0,20513366.0,18715756.0
1119,Malcolm Thomas,0.0,17.0,86.99,Villanova,9.0,5.0,80.0,195.0,113.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Villanova,2.0,20513366.0,18715756.0
1123,William Patterson,2.0,18.316666666666666,82.5,Syracuse,5.0,6.0,85.0,220.0,197.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Syracuse,1.0,34157191.0,14822271.0
1124,Judah Mintz,4.0,19.1,95.35,Syracuse,14.0,3.0,75.0,172.0,289.0,96000.0,20000.0,3700.0,5200.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1125,Chris Bell,4.0,19.1,93.66,Syracuse,21.0,4.0,79.0,180.0,2405.0,,8400.0,1100.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1126,Justin Taylor,4.0,19.1,91.58,Syracuse,18.0,3.0,78.0,205.0,365.0,,6000.0,2400.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1127,Quadir Copeland,4.0,19.1,90.58,Syracuse,10.0,2.0,78.0,203.0,228.0,,11500.0,1400.0,200.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1128,Peter Carey,4.0,19.1,86.0,Syracuse,1.0,6.0,83.0,200.0,187.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1129,Maliq Brown,4.0,19.1,84.33,Syracuse,23.0,5.0,80.0,213.0,333.0,,4200.0,1300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1130,Benny Williams,6.0,20.0,97.07,Syracuse,12.0,5.0,80.0,208.0,1137.0,,7100.0,2900.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Syracuse,1.0,34157191.0,14822271.0
1131,Donnie Freeman,0.0,17.0,96.34,Syracuse,17.0,5.0,81.0,200.0,289.0,,0.0,1100.0,0.0,basketball,2024.0,0.0,0.0,Syracuse,1.0,34157191.0,14822271.0
1132,Elijah Moore,0.0,17.0,93.56,Syracuse,18.0,2.0,75.0,170.0,192.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Syracuse,1.0,34157191.0,14822271.0
1138,Isiah Harwell,0.0,16.0,98.62,BYU,25.0,2.0,77.0,190.0,189.0,216000.0,12100.0,528.0,811.0,basketball,2025.0,0.0,0.0,BYU,1.0,8568291.0,7992831.0
1139,Brody Kozlowski,0.0,17.0,91.71,BYU,17.0,4.0,78.0,185.0,38.0,,1600.0,702.0,312.0,basketball,2024.0,0.0,0.0,BYU,1.0,8568291.0,7992831.0
1140,Isaac Davis,0.0,17.0,89.01,BYU,8.0,5.0,79.0,230.0,227.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,BYU,1.0,8568291.0,7992831.0
1144,Jameel Brown,4.0,19.1,90.81,Penn State,9.0,3.0,76.0,190.0,154.0,,7700.0,1800.0,464.0,basketball,2022.0,14.0,1.1726027397260275,Penn State,1.0,12010259.0,8626920.0
1145,Kebba Njie,4.0,19.1,90.07,Penn State,7.0,5.0,82.0,237.0,464.0,,1900.0,993.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Penn State,1.0,12010259.0,8626920.0
1146,Evan Mahaffey,4.0,19.1,86.92,Penn State,11.0,2.0,78.0,200.0,371.0,,4200.0,1200.0,1100.0,basketball,2022.0,14.0,1.1726027397260275,Penn State,1.0,12010259.0,8626920.0
1147,Kanye Clary,4.0,19.1,86.25,Penn State,8.0,1.0,71.0,192.0,138.0,,9700.0,1200.0,226.0,basketball,2022.0,14.0,1.1726027397260275,Penn State,1.0,12010259.0,8626920.0
1148,Demetrius Lilley,4.0,19.1,83.3,Penn State,10.0,6.0,82.0,260.0,146.0,,0.0,100.0,13900.0,basketball,2022.0,14.0,1.1726027397260275,Penn State,1.0,12010259.0,8626920.0
1149,Badara Diakite,0.0,16.0,94.72,Penn State,2.0,6.0,82.0,205.0,273.0,,3700.0,0.0,0.0,basketball,2025.0,0.0,0.0,Penn State,1.0,12010259.0,8626920.0
1150,Derek Dixon,0.0,16.0,93.22,Penn State,1.0,3.0,76.0,190.0,139.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Penn State,1.0,12010259.0,8626920.0
1151,Matt Gilhool,0.0,16.0,88.69,Penn State,8.0,5.0,82.0,205.0,80.0,,1900.0,496.0,0.0,basketball,2025.0,0.0,0.0,Penn State,1.0,12010259.0,8626920.0
1152,Malachi Palmer,0.0,17.0,91.21,Penn State,21.0,2.0,77.0,185.0,64.0,,10300.0,1500.0,0.0,basketball,2024.0,0.0,0.0,Penn State,1.0,12010259.0,8626920.0
1153,Dominick Stewart,0.0,17.0,87.42,Penn State,12.0,2.0,77.0,180.0,138.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Penn State,1.0,12010259.0,8626920.0
1154,Chidi Nwigwe,0.0,15.0,97.1,Penn State,1.0,4.0,77.0,180.0,201.0,108000.0,3000.0,446.0,1200.0,basketball,2026.0,0.0,0.0,Penn State,1.0,12010259.0,8626920.0
1156,Josiah Harris,4.0,19.1,89.76,West Virginia,12.0,5.0,79.0,200.0,155.0,,9600.0,2300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,West Virginia,1.0,8371424.0,9728135.0
1157,James Okonkwo,6.0,20.0,87.5,West Virginia,3.0,5.0,81.0,230.0,137.0,,0.0,11800.0,0.0,basketball,2021.0,26.0,2.1726027397260275,West Virginia,1.0,8371424.0,9728135.0
1158,Jasper Johnson,0.0,16.0,97.82,West Virginia,25.0,3.0,74.0,165.0,264.0,154000.0,0.0,2300.0,0.0,basketball,2025.0,0.0,0.0,West Virginia,1.0,8371424.0,9728135.0
1159,Naas Cunningham,0.0,17.0,95.66,West Virginia,25.0,4.0,79.0,180.0,315.0,83000.0,39000.0,1800.0,0.0,basketball,2024.0,0.0,0.0,West Virginia,1.0,8371424.0,9728135.0
1160,Keba Keita,4.0,19.1,89.12,Utah,16.0,6.0,79.0,230.0,87.0,,4500.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Utah,1.0,10934704.0,10353132.0
1161,Wilguens Exacte Jr.,4.0,19.1,85.33,Utah,3.0,2.0,78.0,230.0,2096.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Utah,1.0,10934704.0,10353132.0
1162,Jaxon Johnson,0.0,17.0,88.11,Utah,7.0,4.0,80.0,190.0,12.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Utah,1.0,10934704.0,10353132.0
1163,David Katoa,0.0,17.0,85.5,Utah,5.0,2.0,76.0,180.0,23.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Utah,1.0,10934704.0,10353132.0
1167,Robert Hinton,0.0,17.0,90.24,Harvard,4.0,2.0,77.0,180.0,2590.0,,29000.0,0.0,0.0,basketball,2024.0,0.0,0.0,Harvard,2.0,1442054.0,1442054.0
1170,Ayden Evans,0.0,17.0,88.67,Ohio,7.0,5.0,80.0,200.0,232.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Ohio,1.0,3369808.0,3369808.0
1171,Jordan Pope,4.0,19.1,87.0,Oregon State,9.0,1.0,74.0,165.0,424.0,,33000.0,833.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Oregon State,1.0,7493117.0,7494512.0
1172,Cruz Davis,4.0,19.1,85.92,Oregon State,1.0,3.0,75.0,170.0,1615.0,,3400.0,956.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Oregon State,1.0,7493117.0,7494512.0
1174,Tyler Bilodeau,4.0,19.1,84.33,Oregon State,1.0,5.0,81.0,220.0,227.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Oregon State,1.0,7493117.0,7494512.0
1177,Tybo Bailey,0.0,17.0,89.89,Appalachian State,12.0,2.0,75.0,170.0,69.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Appalachian State,1.0,1788397.0,1788397.0
1185,Mason Blackwood,0.0,16.0,90.99,Buffalo,3.0,4.0,79.0,210.0,67.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Buffalo,1.0,2512660.0,2512660.0
1187,Brenen Lorient,4.0,19.1,85.0,Florida Atlantic,5.0,5.0,81.0,205.0,17.0,,2400.0,373.0,2100.0,basketball,2022.0,14.0,1.1726027397260275,Florida Atlantic,1.0,2694834.0,2694834.0
1188,Elijah Elliott,0.0,17.0,84.9,Florida Atlantic,8.0,3.0,74.0,170.0,167.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Florida Atlantic,1.0,2694834.0,2694834.0
1192,Mady Traore,4.0,19.1,84.0,New Mexico State,18.0,5.0,83.0,195.0,1637.0,,4000.0,914.0,468.0,basketball,2022.0,14.0,1.1726027397260275,New Mexico State,1.0,3557618.0,3557618.0
1193,Daniel Jacobsen,0.0,16.0,88.24,New Mexico State,1.0,6.0,85.0,200.0,194.0,,768.0,401.0,0.0,basketball,2025.0,0.0,0.0,New Mexico State,1.0,3557618.0,3557618.0
1200,ZZ Clark,0.0,17.0,86.0,Tennessee State,9.0,1.0,74.0,194.0,1778.0,,19700.0,2400.0,0.0,basketball,2024.0,0.0,0.0,Tennessee State,2.0,1420251.0,1420251.0
1202,Micah Handlogten,4.0,19.1,82.0,Marshall,1.0,6.0,84.0,190.0,222.0,,2200.0,1400.0,529.0,basketball,2022.0,14.0,1.1726027397260275,Marshall,1.0,3692236.0,3692236.0
1209,Parker Jefferson,0.0,16.0,93.63,SMU,9.0,6.0,82.0,230.0,29.0,,3500.0,1100.0,0.0,basketball,2025.0,0.0,0.0,SMU,1.0,8143677.0,8143677.0
1210,Zion Pipkin,0.0,17.0,89.56,SMU,3.0,1.0,74.0,175.0,226.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,SMU,1.0,8143677.0,8143677.0
1211,Chance Puryear,0.0,17.0,89.07,SMU,11.0,4.0,79.0,192.0,0.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,SMU,1.0,8143677.0,8143677.0
1212,Mitchell Holmes,0.0,17.0,85.5,SMU,6.0,5.0,83.0,200.0,23.0,,1900.0,452.0,0.0,basketball,2024.0,0.0,0.0,SMU,1.0,8143677.0,8143677.0
1220,Luke Bamgboye,0.0,17.0,91.22,Towson,13.0,5.0,82.0,190.0,3646.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Towson,2.0,2433283.0,2433283.0
1222,Trent Noah,0.0,17.0,86.86,Western Kentucky,8.0,2.0,78.0,200.0,174.0,,5200.0,1400.0,0.0,basketball,2024.0,0.0,0.0,Western Kentucky,1.0,3309745.0,3309745.0
1229,Eli Ellis,0.0,16.0,92.94,Winthrop,16.0,2.0,72.0,180.0,63.0,247000.0,327000.0,4200.0,591000.0,basketball,2025.0,0.0,0.0,Winthrop,3.0,1892777.0,1892777.0
1230,Gevonte Ware,0.0,16.0,91.95,High Point,5.0,5.0,81.0,235.0,69.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,High Point,3.0,4543405.0,4124383.0
1231,Jaylen Cross,0.0,16.0,91.62,High Point,11.0,1.0,75.0,175.0,15.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,High Point,3.0,4543405.0,4124383.0
1232,Cole Cloer,0.0,15.0,95.49,High Point,7.0,4.0,78.0,175.0,52.0,,2600.0,462.0,0.0,basketball,2026.0,0.0,0.0,High Point,3.0,4543405.0,4124383.0
1234,Amari Evans,0.0,16.0,90.78,Robert Morris,9.0,2.0,77.0,185.0,12.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Robert Morris,2.0,2153913.0,2153913.0
1235,Legend Smiley,0.0,16.0,90.76,Seattle,7.0,2.0,77.0,175.0,0.0,,10400.0,480.0,0.0,basketball,2025.0,0.0,0.0,Seattle,3.0,3951534.0,3944978.0
1238,Ethan Lathan,0.0,17.0,89.71,Indiana State,7.0,6.0,82.0,190.0,368.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Indiana State,2.0,2649034.0,2649034.0
1239,Brandon Crawford,0.0,17.0,89.59,Wichita State,5.0,6.0,81.0,215.0,934.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Wichita State,3.0,5801589.0,4535451.0
1240,T.J. Williams,0.0,17.0,87.03,Wichita State,9.0,2.0,76.0,185.0,0.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Wichita State,3.0,5801589.0,4535451.0
1241,Josh Hill,0.0,17.0,87.69,Arkansas State,7.0,5.0,83.0,180.0,370.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Arkansas State,1.0,1601049.0,1601049.0
1242,Kany Tchanda,0.0,17.0,87.39,Charlotte,9.0,6.0,81.0,210.0,21.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Charlotte,1.0,3595247.0,3595247.0
1244,Terry Copeland,0.0,17.0,86.2,La Salle,2.0,5.0,79.0,225.0,92.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,La Salle,3.0,3222316.0,3222316.0
1246,A.J. Bates,0.0,17.0,84.67,Louisiana Tech,6.0,2.0,74.0,180.0,261.0,,2800.0,0.0,0.0,basketball,2024.0,0.0,0.0,Louisiana Tech,1.0,2739125.0,2663394.0
1247,Landren Blocker,0.0,17.0,83.0,Louisiana Tech,8.0,2.0,76.0,195.0,155.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Louisiana Tech,1.0,2739125.0,2663394.0
1248,Anthony Felesi,0.0,15.0,96.39,Utah State,4.0,2.0,76.0,170.0,96.0,,1900.0,40.0,0.0,basketball,2026.0,0.0,0.0,Utah State,1.0,4829462.0,4829462.0
